Bezeichnung männlich lang,Bezeichnung weiblich lang
Springer - Weberei,Springerin - Weberei
Springer (Tufting),Springerin (Tufting)
Sprinklermonteur,Sprinklermonteurin
Spritzmaschinenführer (Gummiwerker),Spritzmaschinenführerin (Gummiwerkerin)
Spritzverzinker,Spritzverzinkerin
Sprühlackierer,Sprühlackiererin
SPS-Fachkraft,SPS-Fachkraft
SPS-Ingenieur,SPS-Ingenieurin
SPS-Programmierer,SPS-Programmiererin
SPS-Techniker,SPS-Technikerin
Spulenfertiger (Elektro),Spulenfertigerin (Elektro)
Spulenwickler (Drahtverarbeitung),Spulenwicklerin (Drahtverarbeitung)
Spulenwickler (Transformatorenbau),Spulenwicklerin (Transformatorenbau)
Spuler - Textiltechnik,Spulerin - Textiltechnik
Spuler (Drahtverarbeiter),Spulerin (Drahtverarbeiterin)
Spüler (Hausratreiniger),Spülerin (Hausratreinigerin)
Spulerhelfer,Spulerhelferin
Spulmaschinenbediener,Spulmaschinenbedienerin
Staatlich anerkannter Erzieher,Staatlich anerkannte Erzieherin
"Staatlich anerkannter Fachleiter für Dach-, Wand- und Abdichtungstechnik","Staatlich anerkannte Fachleiterin für Dach-, Wand- und Abdichtungstechnik"
Staatlich anerkannter Haus- und Familienpfleger,Staatlich anerkannte Haus- und Familienpflegerin
Staatlich anerkannter Heilerzieher,Staatlich anerkannte Heilerzieherin
Staatlich anerkannter Heilerziehungshelfer,Staatlich anerkannte Heilerziehungshelferin
Staatlich anerkannter Heilerziehungspflegeassistent,Staatlich anerkannte Heilerziehungspflegeassistentin
Staatlich anerkannter Heilerziehungspfleger,Staatlich anerkannte Heilerziehungspflegerin
Staatlich anerkannter Heilerziehungspfleger für Rehabilitation,Staatlich anerkannte Heilerziehungspflegerin für Rehabilitation
Staatlich anerkannter Heilpädagoge/Bachelor Professional in Sozialwesen,Staatlich anerkannte Heilpädagogin/Bachelor Professional in Sozialwesen
Staatlich anerkannter Mediendesigner,Staatlich anerkannte Mediendesignerin
Staatlich anerkannter Motopäde,Staatlich anerkannte Motopädin
Staatlich anerkannter Sonderpädagoge,Staatlich anerkannte Sonderpädagogin
Staatlich anerkannter Stationsleiter in der Krankenpflege/Altenpflege oder Kinderkrankenpflege,Staatlich anerkannte Stationsleiterin in der Krankenpflege/Altenpflege oder Kinderkrankenpflege
Staatlich anerkannter Techniker für Betriebswissenschaft,Staatlich anerkannte Technikerin für Betriebswissenschaft
Staatlich geprüfte Fachkraft für Blinden- und Sehbehindertenrehabilitation,Staatlich geprüfte Fachkraft für Blinden- und Sehbehindertenrehabilitation
Staatlich geprüfte Fachkraft für Brennereiwesen,Staatlich geprüfte Fachkraft für Brennereiwesen
Staatlich geprüfte Fachkraft für EDV-gestützte Unternehmensführung,Staatlich geprüfte Fachkraft für EDV-gestützte Unternehmensführung
Staatlich geprüfte Fachkraft für Haushaltsführung und ambulante Betreuung,Staatlich geprüfte Fachkraft für Haushaltsführung und ambulante Betreuung
Staatlich geprüfte Fachkraft für Umweltschutztechnik,Staatlich geprüfte Fachkraft für Umweltschutztechnik
Staatlich geprüfte Touristik-Fachkraft,Staatlich geprüfte Touristik-Fachkraft
"Staatlich geprüfter agrartechnischer Assistent Fachrichtungen Agrarwirtschaft, Milchwirtschaft und Lebensmittelanalytik","Staatlich geprüfte agrartechnische Assistentin Fachrichtungen Agrarwirtschaft, Milchwirtschaft und Lebensmittelanalytik"
Staatlich geprüfter agrartechnischer Assistent Fachrichtung Fleischwirtschaft,Staatlich geprüfte agrartechnische Assistentin Fachrichtung Fleischwirtschaft
Staatlich geprüfter Agrarwirtschaftlich-technischer Assistent,Staatlich geprüfte Agrarwirtschaftlich-technische Assistentin
Staatlich geprüfter Assistent für Gebäudeservice,Staatlich geprüfe Assistentin für Gebäudeservice
Assistent für Elektronik und Datentechnik (staatlich geprüft),Assistentin für Elektronik und Datentechnik (staatlich geprüft)
Staatlich geprüfter Assistent für Ernährung und Versorgung,Staatlich geprüfte Assistentin für Ernährung und Versorgung
Staatlich geprüfter Assistent in der Informationstechnik,Staatlich geprüfter Assistentin in der Informationstechnik
Staatlich geprüfter Assistent für Automatisierungs- und Computertechnik,Staatlich geprüfte Assistentin für Automatisierungs- und Computertechnik
Staatlich geprüfter Assistent für Freizeitwirtschaft,Staatlich geprüfte Assistentin für Freizeitwirtschaft
Staatlich geprüfter Assistent für Geovisualisierung,Staatlich geprüfte Assistentin für Geovisualisierung
Staatlich geprüfter Assistent für Hotelmanagement,Staatlich geprüfter Assistentin für Hotelmanagement
Staatlich geprüfter Assistent für Innenarchitektur,Staatlich geprüfte Assistentin für Innenarchitektur
Staatlich geprüfter Assistent für Konstruktions- und Fertigungstechnike,Staatlich geprüfte Assistentin für Konstruktions- und Fertigungstechnik
Staatlich geprüfter Assistent für Medientechnik,Staatlich geprüfte Assistentin für Medientechnik
Staatlich geprüfter Assistent für Produktdesign,Staatlich geprüfte Assistentin für Produktdesign
Staatlich geprüfter Assistent für Screen Design,Staatlich geprüfte Assistentin für Screen Design
Staatlich geprüfter Assistent für Softwaretechnologie,Staatlich geprüfte Assistentin für Softwaretechnologie
Staatlich geprüfter Assistent für Technische Kommunikation,Staatlich geprüfte Assistentin für Technische Kommunikation
"Staatlich geprüfter Atem-, Sprech- und Stimmlehrer","Staatlich geprüfte Atem-, Sprech- und Stimmlehrerin"
Staatlich geprüfter Augenoptiker,Staatlich geprüfte Augenoptikerin
Staatlich geprüfter Bankbetriebswirt,Staatlich geprüfte Bankbetriebswirtin
Staatlich geprüfter Bautechnischer Assistent,Staatlich geprüfte Bautechnische Assistentin
Staatlich geprüfter Bekleidungstechnischer Assistent,Staatlich geprüfte Bekleidungstechnische Assistentin
Staatlich geprüfter Berg- und Skiführer,Staatlich geprüfte Berg- und Skiführerin
Staatlich geprüfter Betriebsleiter - ländliche Hauswirtschaft,Staatlich geprüfte Betriebsleiterin - ländliche Hauswirtschaft
Staatlich geprüfter Betriebsleiter Fachrichtung Hotel und Gaststätten/Bachelor Professional in Hauswirtschaft,Staatlich geprüfte Betriebsleiterin Fachrichtung Hotel und Gaststätten/Bachelor Professional in Hauswirtschaft
Staatlich geprüfter Betriebsmanager Fachrichtung Bau- und Holztechnik,Staatlich geprüfte Betriebsmanagerin Fachrichtung Bau- und Holztechnik
Staatlich geprüfter Betriebsmanager Fachrichtung Farbtechnik,Staatlich geprüfte Betriebsmanagerin Fachrichtung Farbtechnik
Staatlich geprüfter Betriebsmanager Fachrichtung Kraftfahrzeugtechnik,Staatlich geprüfte Betriebsmanagerin Fachrichtung Kraftfahrzeugtechnik
Staatlich geprüfter Betriebsmanager Fachrichtung Sanitär- und Heizungstechnik,Staatlich geprüfte Betriebsmanagerin Fachrichtung Sanitär- und Heizungstechnik
Staatlich geprüfter Betriebsökonom für das Hotel- und Gaststättenwesen,Staatlich geprüfter Betriebsökonomin für das Hotel- und Gaststättenwesen
Staatlich geprüfter Betriebswirt Grundstücks- und Wohnungswirtscchaft,Staatlich geprüfte Betriebswirtin Grundstücks- und Wohnungswirtschaft
Staatlich geprüfter Betriebswirt - Druck,Staatlich geprüfte Betriebswirtin - Druck
Staatlich geprüfter Betriebswirt - Sekretariat,Staatlich geprüfte Betriebswirtin - Sekretariat
Staatlich geprüfter Betriebswirt Öffentlichkeitsarbeit,Staatlich geprüfte Betriebswirtin Öffentlichkeitsarbeit
Staatlich geprüfter Betriebswirt Fachrichtung Recht,Staatlich geprüfte Betriebswirtin Fachrichtung Recht
Staatlich geprüfter Betriebswirt Fachrichtung Großhaushalt,Staatlich geprüfte Betriebswirtin Fachrichtung Großhaushalt
Staatlich geprüfter Betriebswirt - Informationsverarbeitung,Staatlich geprüfte Betriebswirtin - Informationsverarbeitung
Staatlich geprüfter Betriebswirt - Leistungswirtschaft,Staatlich geprüfte Betriebswirtin - Leistungswirtschaft
Staatlich geprüfter Betriebswirt - Organisation/Datenverarbeitung,Staatlich geprüfte Betriebswirtin - Organisation/Datenverarbeitung
"Staatlich geprüfter Betriebswirt - Personal-, Sozial- und Ausbildungswesen","Staatlich geprüfte Betriebswirtin - Personal-, Sozial- und Ausbiungswesen"
Staatlich geprüfter Betriebswirt - Drogerie,Staatlich geprüfte Betriebswirtin - Drogerie
Staatlich geprüfter Betriebswirt Fachrichtung Absatz- und Werbewesen,Staatlich geprüfte Betriebswirtin Fachrichtung Absatz- und Werbewesen
Staatlich geprüfter Betriebswirt Fachrichtung Eisenwaren/Hausrat,Staatlich geprüfte Betriebswirtin Fachrichtung Eisenwaren/Hausrat
Staatlich geprüfter Betriebswirt Fachrichtung Getränke,Staatlich geprüfte Betriebswirtin Fachrichtung Getränke
Staatlich geprüfter Betriebswirt Fachrichtung Hotel- und Gaststättengewerbe,Staatlich geprüfte Betriebswirtin Fachrichtung Hotel- und Gaststättengewerbe
Staatlich geprüfter Betriebswirt - Medizin,Staatlich geprüfte Betriebswirtin - Medizin
Staatlich geprüfter Betriebswirt Fachrichtung Werbung,Staatlich geprüfte Betriebswirtin Fachrichtung Werbung
Staatlich geprüfter Betriebswirt Logistik,Staatlich geprüfte Betriebswirtin Logistik
Staatlich geprüfter Betriebswirt Marketing,Staatlich geprüfte Betriebswirtin Marketing
Staatlich geprüfter Betriebswirt Wohnungswirtschaft und Realkredit,Staatlich geprüfte Betriebswirtin Wohnungswirtschaft und Realkredit
Staatlich geprüfter Betriebswirt - Fremdsprachen,Staatlich geprüfte Betriebswirtin - Fremdsprachen
Staatlich geprüfter Betriebswirt - Bauwirtschaft,Staatlich geprüfte Betriebswirtin - Bauwirtschaft
Staatlich geprüfter Betriebswirt Fachrichtung Fremdenverkehrswirtschaft,Staatlich geprüfte Betriebswirtin Fachrichtung Fremdenverkehrswirtschaft
Staatlich geprüfter Biologisch-technischer Assistent,Staatlich geprüfte Biologisch-technische Assistentin
Staatlich geprüfter Brau- und Getränketechnologe/Bachelor Professional in Technik,Staatlich geprüfte Brau- und Getränketechnologin/Bachelor Professional in Technik
Staatlich geprüfter Chemisch-technischer Assistent,Staatlich geprüfte Chemisch-technische Assistentin
Staatlich geprüfter Denkmaltechnischer Assistent,Staatlich geprüfte Denkmaltechnische Assistentin
"Staatlich geprüfter Designer-Fachrichtung Farbe, Gestaltung, Werbung Schwerpunkt Grafik-Design","Staatlich geprüfte Designerin-Fachrichtung Farbe, Gestaltung,Werbung Schwerpunkt Grafik-Design"
Staatlich geprüfter Designer -Metallgestaltung,Staatlich geprüfte Designerin-Metallgestaltung
"Staatlich geprüfter Designer - angewandte Formgebung, Schmuck und Gerät","Staatlich geprüfte Designerin - angewandte Formgebung, Schmuck und Gerät"
Staatlich geprüfter Dorfhelfer,Staatlich geprüfte Dorfhelferin
Staatlich geprüfter Einrichtungsfachberater/Bachelor Professional in Wirtschaft,Staatlich geprüfte Einrichtungsfachberaterin/Bachelor Professional in Wirtschaft
Staatlich geprüfter Elektrotechnischer Assistent,Staatlich geprüfte Elektrotechnische Assistentin
Staatlich geprüfter Ensembleleiter,Staatlich geprüfte Ensembleleiterin
Staatlich geprüfter Erziehungshelfer,Staatlich geprüfte Erziehungshelferin
Staatlich geprüfter Fachmann für Bürokommunikation,Staatlich geprüfte Fachfrau für Bürokommunikation
Staatlich geprüfter Fachwirt für Organisation und Führung Schwerpunkt Ernährung und Hauswirtschaft,Staatlich geprüfte Fachwirtin für Organisation und Führung Schwerpunkt Ernährung und Hauswirtschaft
Staatlich geprüfter Fachwirt für Organisation und Führung Schwerpunkt Sozialpädagogik,Staatlich geprüfte Fachwirtin für Organisation und Führung Schwerpunkt Sozialpädagogik
Staatlich geprüfter Florist,Staatlich geprüfte Floristin
Staatlich geprüfter Foto- und medientechnischer Assistent,Staatlich geprüfte Foto- und medientechnische Assistentin
Staatlich geprüfter Fotodesigner,Staatlich geprüfte Fotodesignerin
Staatlich geprüfter Freizeitsportleiter,Staatlich geprüfte Freizeitsportleiterin
Staatlich geprüfter Gastronomischer Assistent,Staatlich geprüfte Gastronomische Assistentin
Staatlich geprüfter Gastronom/Bachelor Professional in Wirtschaft,Staatlich geprüfte Gastronomin/Bachelor Professional in Wirtschaft
Staatlich geprüfter Gestalter Fachrichtung Edelstein und Schmuck,Staatlich geprüfte Gestalterin Fachrichtung Edelstein und Schmuck
Staatlich geprüfter Gestalter Holztechnik Schwerpunkt Möbelgestaltung,Staatlich geprüfte Gestalterin Holztechnik Schwerpunkt Möbelgestaltung
"Staatlich geprüfter Gestalter Fachrichtung Bekleidung, Mode/Bachelor Professional in Gestaltung","Staatlich geprüfte Gestalterin Fachrichtung Bekleidung, Mode/Bachelor Professional in Gestaltung"
Staatlich geprüfter Gestalter Fachrichtung Blumenkunst/Bachelor Professional in Gestaltung,Staatlich geprüfte Gestalterin Fachrichtung Blumenkunst/Bachelor Professional in Gestaltung
Staatlich geprüfter Gestalter Fachrichtung Edelmetall,Staatlich geprüfte Gestalterin Fachrichtung Edelmetall
"Staatlich geprüfter Gestalter Fachrichtung Edelstein, Schmuck und Gerät/Bachelor Professional in Gestaltung","Staatlich geprüfte Gestalterin Fachrichtung Edelstein, Schmuck und Gerät/Bachelor Professional in Gestaltung"
Staatlich geprüfter Gestalter Fachrichtung Farbtechnik und Raumgestaltung/Bachelor Professional in Gestaltung,Staatlich geprüfte Gestalterin Fachrichtung Farbtechnik und Raumgestaltung/Bachelor Professional in Gestaltung
Staatlich geprüfter Gestalter Fachrichtung Grafikdesign,Staatlich geprüfte Gestalterin Fachrichtung Grafikdesign
Staatlich geprüfter Gestalter Fachrichtung Handwerk/Bachelor Professional in Gestaltung,Staatlich geprüfte Gestalterin Fachrichtung Handwerk/Bachelor Professional in Gestaltung
Staatlich geprüfter Gestalter Fachrichtung Holz/Möbel/Raumgestaltung/Bachelor Professional in Gestaltung,Staatlich geprüfte Gestalterin Fachrichtung Holz/Möbel/Raumgestaltung/Bachelor Professional in Gestaltung
Staatlich geprüfter Gestalter Fachrichtung Keramik/Bachelor Professional in Gestaltung,Staatlich geprüfte Gestalterin Fachrichtung Keramik/Bachelor Professional in Gestaltung
Staatlich geprüfter Gestalter Fachrichtung Metallgestaltung,Staatlich geprüfte Gestalterin Fachrichtung Metallgestaltung
Staatlich geprüfter Gestalter Fachrichtung Produktdesign/Bachelor Professional in Gestaltung,Staatlich geprüfte Gestalterin Fachrichtung Produktdesign/Bachelor Professional in Gestaltung
Staatlich geprüfter Gestalter Fachrichtung Spielzeug,Staatlich geprüfte Gestalterin Fachrichtung Spielzeug
Staatlich geprüfter Gestalter Fachrichtung Stein,Staatlich geprüfte Gestalterin Fachrichtung Stein
Staatlich geprüfter Gestalter Fachrichtung Werbe- und Mediengestaltung/Bachelor Professional in Gestaltung,Staatlich geprüfte Gestalterin Fachrichtung Werbe- und Mediengestaltung/Bachelor Professional in Gestaltung
"Staatlich geprüfter Gestalter Farbe, Gestaltung, Werbung","Staatlich geprüfte Gestalterin Farbe, Gestaltung, Werbung"
Staatlich geprüfter Gestalter Porzellangestaltung Schwerpunkt Dekorentwurf,Staatlich geprüfte Gestalterin Porzellangestaltung Schwerpunkt Dekorentwurf
Staatlich geprüfter Gestalter Porzellangestaltung Schwerpunkt Formentwurf,Staatlich geprüfte Gestalterin Porzellangestaltung Schwerpunkt Formentwurf
Staatlich geprüfter Gestaltungstechnischer Assistent,Staatlich geprüfte Gestaltungstechnische Assistentin
Staatlich geprüfter Gewandmeister/Bachelor Professional in Gestaltung,Staatlich geprüfte Gewandmeisterin/Bachelor Professional in Gestaltung
Staatlich geprüfter Glasbildner,Staatlich geprüfte Glasbildnerin
Staatlich geprüfter Grafikdesigner,Staatlich geprüfte Grafikdesignerin
Staatlich geprüfter Gymnastik- und Tanzpädagoge Schwerpunkt Bewegungstherapie,Staatlich geprüfte Gymnastik- und Tanzpädagogin Schwerpunkt Bewegungstherapie
Staatlich geprüfter Gymnastiklehrer,Staatlich geprüfte Gymnastiklehrerin
Staatlich geprüfter Hauswirtschaftshelfer (§66 BBiG/§42m HWO),Staatlich geprüfte Hauswirtschaftshelferin (§66 BBiG/§42m HWO)
"Staatlich geprüfter Informatiker,Informatikassistent - Medizinökonomie","Staatlich geprüfte Informtikerin,Informatikassistentin - Medizinökonomie"
Staatlich geprüfter Informatiker - CNC - Systemtechnik,Staatlich geprüfter Informatikerin - CNC - Systemtechnik
Staatlich geprüfter Informatiker - Computer und Kommunikationstechnik,Staatlich geprüfter Informatikerin - Computer und Kommunikationstechnik
Staatlich geprüfter Informatiker,Staatlich geprüfte Informatikerin
Staatlich geprüfter Informations-Designer,Staatlich geprüfte Informations-Designerin
Staatlich geprüfter Internationaler Luftverkehrsassistent,Staatlich geprüfte Internationale Luftverkehrsassistentin
Staatlich geprüfter internationaler Management-Assistent,Staatlich geprüfte internationale Management Assistentin
Staatlich geprüfter Kardiotechniker,Staatlich geprüfte Kardiotechnikerin
Staatlich geprüfter kaufmännischer Assistent für Betriebswirtschaft,Staatlich geprüfte kaufmännische Assistentin für Betriebswirtschaft
Staatlich geprüfter kaufmännischer Medienassistent,Staatlich geprüfte kaufmännische Medienassistentin
Staatlich geprüfter Kommunikationsdesigner,Staatlich geprüfte Kommunikationsdesignerin
Staatlich geprüfter Landbautechniker,Staatlich geprüfter Landbautechnikerin
Staatlich geprüfter Lasertechnischer Assistent,Staatlich geprüfte Lasertechnische Assistentin
Staatlich geprüfter Mathematisch-technischer Assistent,Staatlich geprüfte Mathematisch-technische Assistentin
Staatlich geprüfter Medizin Laborant,Staatlich geprüfte Medizin Laborantin
Staatlich geprüfter Modedesigner,Staatlich geprüfte Modedesignerin
Staatlich geprüfter Netzwerkmanager für heterogene Netzwerktechnik und Kommunikation (FH),Staatlich geprüfte Netzwerkmanagerin für heterogene Netzwerktechnik und Kommunikation
Staatlich geprüfter Podologe,Staatlich geprüfte Podologin
Staatlich geprüfter Präparationstechnischer Assistent,Staatlich geprüfte Präparationstechnische Assistentin
Staatlich geprüfter Produktentwickler (Mode),Staatlich geprüfte Produktentwicklerin (Mode)
Staatlich geprüfter Referent für Gesundheitstourismus,Staatlich geprüfte Referentin für Gesundheitstourismus
Staatlich geprüfter Restaurator für Archiv- und Bibliotheksgut,Staatlich geprüfte Restauratorin für Archiv- und Bibliotheksgut
Staatlich geprüfter Restaurator für Möbel und Holzobjekte - Bachelor Professional Technik,Staatlich geprüfte Restauratorin für Möbel und Holzobjekte - Bachelor Professional Technik
Staatlich geprüfter Sozialbetreuer,Staatlich geprüfte Sozialbetreuerin
Staatlich geprüfter Sozialhelfer,Staatlich geprüfte Sozialhelferin
Staatlich geprüfter Sozialpädagogischer Assistent,Staatlich geprüfte Sozialpädagogische Assistentin
Staatlich geprüfter Sozialpflegeassistent,Staatlich geprüfte Sozialpflegeassistentin
Staatlich geprüfter Sozialsekretär,Staatlich geprüfte Sozialsekretärin
Staatlich geprüfter Sozialwirt,Staatlich geprüfte Sozialwirtin
Staatlich geprüfter Sportassistent,Staatlich geprüfte Sportassistentin
Staatlich geprüfter Sportlehrer,Staatlich geprüfte Sportlehrerin
Staatlich geprüfter Techniker Fachrichtung Elektrotechnik Schwer,Staatlich geprüfte Technikerin Fachrichtung Elektrotechnik Schwe
Staatlich geprüfter Techniker - Maschinentechnik (Hybridtechnik),Staatlich geprüfter Technikerin - Maschinentechnik (Hybridtechnik)
Staatlich geprüfter Techniker Brennereitechnik,Staatlich geprüfte Technikerin Brennereitechnik
Staatlich geprüfter Techniker Fachrichtung Abfalltechnik,Staatlich geprüfte Technikerin Fachrichtung Abfalltechnik
